"search_timestamp","org_list__auth_type","org_list__address","org_list__domain_ip_cnt","org_list__np_time_list__np_time","org_list__corp_regno","org_list__org_type","org_list__relay_org_code","org_list__industry","org_list__np_time_cnt","org_list__ip_list__ip","org_list__cert_oid","org_list__cert_issuer_dn","org_list__serial_num","org_list__ip_cnt","org_list__domain_ip_list__domain_ip","org_list__domain","org_list__op_type","org_list__is_rcv_org","org_list__org_name","org_list__org_regno","org_list__org_code","rsp_code","org_cnt","rsp_msg"
"","01","(06194) 서울특별시 강남구 테헤란로 432 (대치동, DB금융센터)","1","2100:2300","1101110095285","01","ZWAAAA0000","insu","2","210.127.32.13","","","201-81-45593","2","210.127.52.17:8383","https://mdc.dbins.co.kr:8383/svc/mydata","I","false","디비손해보험 주식회사","201-81-45593","B2AAEN0000","","",""
"","","","","0300:0700","","","","","","210.127.32.14","","","","","","","","","","","","","",""
"","01","(06620) 서울특별시 서초구 서초대로74길 14 (서초동, TheAsset) 삼성화재해상보험(주)","1","0600:0800","1101110005078","01","ZWAAAA0000","insu","3","112.108.14.135","","","202-81-45617","4","112.108.14.137:443","https://mydata.samsungfire.com","I","true","삼성화재해상보험주식회사","202-81-45617","B2AAEW0000","","",""
"","","","","1900:2300","","","","","","203.244.218.9","","","","","","","","","","","","","",""
"","","","","1200:1400","","","","","","203.244.218.8","","","","","","","","","","","","","",""
"","","","","","","","","","","112.108.14.136","","","","","","","","","","","","","",""
"","01","(06150) 서울특별시 강남구 테헤란로 335 (역삼동, 엔지니어링공제빌딩) MG손해보험","","0100:0700","1101115065077","02","ZWAAAA0000","insu","1","","","","","0","","","I","false","엠지손해보험주식회사","220-88-52643","B2AAGZ0000","","",""
"","01","(04551) 서울특별시 중구 을지로 100 (을지로2가, 파인에비뉴) B동 20층","1","0130:0730","1101117107728","01","ZWAAAA0000","insu","1","40.82.157.52","","","110111-7107728","1","20.200.249.80:443","https://mydata.carrotins.com","I","false","캐롯손해보험(주)","575-81-01332","B2AAIF0000","","",""
"","01","(06134) 서울특별시 강남구 테헤란로 117 (역삼동, KB손해보험빌딩) 6층 마이데이터플랫폼Unit","1","0030:0630","1101110017859","01","ZWAAAA0000","insu","1","121.163.173.127","","","110111-0017859","4","121.163.173.127:8443","https://mdtapi.kbinsure.co.kr:8443","I","false","KB손해보험","202-81-48370","B2AALR0000","","",""
"","","","","","","","","","","121.163.173.240","","","","","","","","","","","","","",""
"","","","","","","","","","","121.163.173.129","","","","","","","","","","","","","",""
"","","","","","","","","","","121.163.173.128","","","","","","","","","","","","","",""
"","01","(03184) 서울특별시 종로구 새문안로 68 (신문로1가, 흥국생명빌딩) 4층, 5층","1","0030:0100","1101110016728","01","ZWAAAA0000","insu","2","221.168.35.139","","","102-81-07837","1","112.166.143.165:443","https://mydata.heungkukfire.co.kr","I","true","흥국화재해상보험(주)","102-81-07837","B2AANY0000","","",""
"","","","","0900:2100","","","","","","","","","","","","","","","","","","","",""
"","01","(03740) 서울특별시 서대문구 충정로 60 (미근동, (주)케이티앤지서대문타워) 농협손해보험","1","0030:0630","1101114809369","01","ZWAAAA0000","insu","1","183.111.143.177","","","104-86-39719","2","183.111.143.179:18016","https://api.nhfire.co.kr:18016","I","false","농협손해보험 주식회사","104-86-39719","B2AAOC0000","","",""
"","","","","","","","","","","183.111.143.178","","","","","","","","","","","","","",""
"","01","(04542) 서울특별시 중구 삼일대로 358 (을지로2가, 신한LTower) 7층 ","","0030:0530","1101112799299","02","ZWAAAA0000","insu","2","","","","","0","","","I","false","신한EZ손해보험 주식회사","220-86-65241","B2AAQG0000","","",""
"","","","","1830:2330","","","","","","","","","","","","","","","","","","","",""
"","01","(03128) 서울특별시 종로구 김상옥로 29 (연지동, 서울보증보험) 서울보증보험","","0300:0900","1101110099774","02","ZWAAAA0000","ginsu","1","","","","","0","","","I","false","서울보증보험(주)","120-81-13002","B4AADL0000","","",""
"","01","(06620) 서울특별시 서초구 서초대로74길 11 (서초동, 삼성전자빌딩) 20층","","1730:2330","1101110894520","02","ZWAACP0000","invest","1","","","","","0","","","I","false","삼성선물","104-81-26558","C1AAAP0000","","",""
"","01","(07327) 서울특별시 영등포구 국제금융로 24 (여의도동, 유진빌딩) 5층 유진투자선물","","0800:1730","1101110795116","02","ZWAACP0000","invest","1","","","","","0","","","I","false","유진투자선물","104-81-26621","C1AAAQ0000","","",""
"","03","(07328) 서울특별시 영등포구 여의나루로 60 (여의도동, 여의도우체국) 24층(여의도동, 포스트타워)","2","0200:0500","1101111828362","01","ZWAACP0000","invest","2","183.111.90.70","","","107-81-74175","3","211.216.52.131:443","https://mydata.ebestsec.co.kr","I","false","이베스트투자증권(주)","107-81-74175","C1AABQ0000","","",""
"","","","","2000:2300","","","","","","61.106.5.71","","","","","61.106.5.71:443","","","","","","","","",""
"","","","","","","","","","","211.216.52.131","","","","","","","","","","","","","",""
"","01","(07331) 서울특별시 영등포구 여의나루로4길 18 (여의도동, 키움파이낸스스퀘어)","1","0400:0700","1101111867948","01","ZWAACP0000","invest","2","119.205.239.73","","","107-81-76756","4","112.175.224.138:3443","https://myinfo.kiwoom.com:3443","I","false","키움증권","107-81-76756","C1AABR0000","","",""
"","","","","1800:2100","","","","","","119.205.239.76","","","","","","","","","","","","","",""
"","","","","","","","","","","119.205.239.75","","","","","","","","","","","","","",""
"","","","","","","","","","","119.205.239.74","","","","","","","","","","","","","",""
"","01","(03184) 서울특별시 종로구 새문안로 68 (신문로1가, 흥국생명빌딩) 19F","","1730:2330","1101112105561","02","ZWAACP0000","invest","1","","","","","0","","","I","false","흥국증권 주식회사","107-81-91795","C1AABS0000","","",""
"","01","(07330) 서울특별시 영등포구 국제금융로6길 11 (여의도동, 삼덕빌딩) 4층","","0300:0600","1101113905837","02","ZWAACP0000","invest","2","","","","","0","","","I","false","IBK투자증권","107-87-09467","C1AABU0000","","",""
"","","","","1900:2200","","","","","","","","","","","","","","","","","","","",""
"","01","(07335) 서울특별시 영등포구 여의대로 108 (여의도동, 파크원) 38층","","0300:0600","1101113916610","02","ZWAACP0000","invest","2","","","","","0","","","I","false","케이프투자증권","107-87-09962","C1AABV0000","","",""
"","","","","1900:2200","","","","","","","","","","","","","","","","","","","",""
"","01","(07325) 서울특별시 영등포구 국제금융로2길 36 (여의도동, 유화증권빌딩)","","0800:1800","1101110042484","02","ZWAACP0000","invest","1","","","","","0","","","I","false","유화증권","116-81-00100","C1AACN0000","","",""
"","01","(07330) 서울특별시 영등포구 국제금융로8길 10 (여의도동, 한국증권금융)","","0900:2330","1101110025943","02","ZWAACP0000","invest","1","","","","","0","","","I","false","한국증권금융","116-81-02898","C1AACO0000","","",""
"","01","(07335) 서울특별시 영등포구 여의대로 108 (여의도동, 파크원) NH금융타워(타워2)","2","1830:2230","1101110098130","01","ZWAACP0000","invest","2","183.98.225.165","","","110111-0098130","3","183.98.225.165:8443","https://mydata.nhqv.com:8443/nhis/mdp","I","false","NH투자증권","116-81-03693","C1AACQ0000","","",""
"","","","","0330:0530","","","","","","210.98.190.165","","","","","210.98.190.165:8443","","","","","","","","",""
"","","","","","","","","","","210.124.9.125","","","","","","","","","","","","","",""
"","01","(07327) 서울특별시 영등포구 의사당대로 97 (여의도동, 교보증권빌딩)","1","1900:2300","1101110018089","01","ZWAACP0000","invest","2","203.239.34.31","","","116-81-04407","2","203.239.34.30:17443","https://apim.mykkl.com:17443","I","false","교보증권","116-81-04407","C1AACS0000","","",""
"","","","","0600:0800","","","","","","203.239.34.32","","","","","","","","","","","","","",""
"","03","(07321) 서울특별시 영등포구 의사당대로 88 (여의도동, 한국투자증권빌딩) 한국투자증권 본사","1","0300:0600","1101110168769","01","ZWAACP0000","invest","2","210.107.75.24","","","116-81-04504","3","210.107.75.24:18443","https://mydatagw.koreainvestment.com:18443","I","true","한국투자증권","116-81-04504","C1AACT0000","","",""
"","","","","1700:2200","","","","","","210.107.75.26","","","","","","","","","","","","","",""
"","","","","","","","","","","210.107.75.25","","","","","","","","","","","","","",""
"","01","(04539) 서울특별시 중구 을지로5길 26 (수하동, 미래에셋센터원(MiraeAssetCENTER1)) 이스트타워","4","1800:2100","1101110011679","01","ZWAACP0000","invest","2","1.234.86.105","","","110111-0011679","6","1.234.86.105:6443","https://mydata.securities.miraeasset.com:6443/mydata","I","true","미래에셋증권 주식회사","116-81-05556","C1AACU0000","","",""
"","","","","0300:0600","","","","","","211.233.26.58","","","","","211.233.26.58:6443","","","","","","","","",""
"","","","","","","","","","","211.233.26.57","","","","","211.233.26.57:6443","","","","","","","","",""
"","","","","","","","","","","103.60.122.42","","","","","1.234.86.106:6443","","","","","","","","",""
"","","","","","","","","","","103.60.122.41","","","","","","","","","","","","","",""
"","","","","","","","","","","1.234.86.106","","","","","","","","","","","","","",""
"","01","(06194) 서울특별시 강남구 테헤란로 424 (대치동, 삼성생명대치타워) 20층","","0300:0600","1101110031560","02","ZWAACP0000","invest","2","","","","","0","","","I","true","(주)상상인증권","116-81-14318","C1AACV0000","","",""
"","","","","1900:2200","","","","","","","","","","","","","","","","","","","",""
"","01","(07330) 서울특별시 영등포구 국제금융로6길 7 (여의도동)","","0300:0600","1101110026834","02","ZWAACP0000","invest","2","","","","","0","","","I","false","한양증권","116-81-15073","C1AACX0000","","",""
"","","","","1900:2200","","","","","","","","","","","","","","","","","","","",""
"","01","(07325) 서울특별시 영등포구 여의대로 56 (여의도동, 한화투자증권)","1","0030:0630","1101110003155","01","ZWAACP0000","invest","2","203.239.57.110","","","116-81-19031","3","203.239.57.110:443","https://mydata-sp.hanwhawm.com:443/svc/mydata","I","false","한화투자증권","116-81-19031","C1AACY0000","","",""
"","","","","1800:2300","","","","","","203.239.57.114","","","","","","","","","","","","","",""
"","","","","","","","","","","203.239.57.113","","","","","","","","","","","","","",""
"","01","(07326) 서울특별시 영등포구 국제금융로 10 (여의도동, IFC) 3  IFC","2","0030:0530","1101110141301","01","ZWAACP0000","invest","2","211.201.184.186","","","116-81-22502","5","211.201.184.185:443","https://mydata.imeritz.com","I","false","메리츠증권(주)","116-81-22502","C1AACZ0000","","",""
"","","","","2230:2330","","","","","","211.255.202.87","","","","","211.255.202.87:443","","","","","","","","",""
"","","","","","","","","","","211.255.202.4","","","","","","","","","","","","","",""
"","","","","","","","","","","211.201.184.4","","","","","","","","","","","","","",""
"","","","","","","","","","","211.201.184.187","","","","","","","","","","","","","",""
"","01","(07328) 서울특별시 영등포구 여의나루로 50 (여의도동, 한국교직원공제회관)","1","2100:2330","1101110042476","01","ZWAACP0000","invest","2","20.194.30.170","","","116-81-29539","4","52.231.99.107:443","https://api.kbsec.com","I","false","KB증권","116-81-29539","C1AADA0000","","",""
"","","","","0300:0700","","","","","","20.200.225.85","","","","","","","","","","","","","",""
"","","","","","","","","","","20.200.225.201","","","","","","","","","","","","","",""
"","","","","","","","","","","20.196.233.135","","","","","","","","","","","","","",""
"","01","(07327) 서울특별시 영등포구 국제금융로 24 (여의도동, 유진빌딩) 유진투자증권","","1700:2300","1101110007826","02","ZWAACP0000","invest","1","","","","","0","","","I","false","유진투자증권","116-81-34177","C1AADB0000","","",""
"","01","(04538) 서울특별시 중구 을지로 76 (을지로2가, 유안타증권) 유안타증권빌딩","3","0500:0800","1101110042492","01","ZWAACP0000","invest","2","112.175.244.111","","","116-81-34293","4","112.175.244.111:8888","https://openapi.yuantakorea.com:8888","I","false","유안타증권 주식회사","116-81-34293","C1AADC0000","","",""
"","","","","1900:2200","","","","","","112.175.244.6","","","","","112.175.244.113:8888","","","","","","","","",""
"","","","","","","","","","","112.175.244.113","","","","","112.175.244.112:8888","","","","","","","","",""
"","","","","","","","","","","112.175.244.112","","","","","","","","","","","","","",""
"","03","(07325) 서울특별시 영등포구 국제금융로2길 28 (여의도동, KB금융타워)","1","0200:0800","1101110019962","01","ZWAACP0000","invest","1","218.237.111.29","","","110111-0019962","3","218.237.111.28:443","https://myapi.hmsec.com","I","false","현대차증권","116-81-34691","C1AADD0000","","",""
"","","","","","","","","","","218.237.111.65","","","","","","","","","","","","","",""
"","","","","","","","","","","218.237.111.30","","","","","","","","","","","","","",""
"","01","(07325) 서울특별시 영등포구 여의대로 70 (여의도동, 신한금융투자타워)","1","1830:2330","1101110143448","01","ZWAACP0000","invest","2","203.234.163.67","","","110111-0143448","2","203.234.163.160:8443","https://mydata.shinhaninvest.com:8443","I","true","신한투자증권(주)","116-81-36684","C1AADF0000","","",""
"","","","","0300:0500","","","","","","203.234.163.68","","","","","","","","","","","","","",""
"","01","(07331) 서울특별시 영등포구 국제금융로8길 32 (여의도동, DB금융투자빌딩)","","0130:0730","1101110339956","02","ZWAACP0000","invest","1","","","","","0","","","I","false","디비금융투자(주)","116-81-59557","C1AADI0000","","",""
"","01","(07327) 서울특별시 영등포구 여의나루로 57 (여의도동, 신송센타빌딩) 12층","","0030:2330","1101111844970","02","ZWAACP0000","invest","1","","","","","0","","","I","false","코리아에셋투자증권","120-81-97564","C1AADP0000","","",""
"","01","(06620) 서울특별시 서초구 서초대로74길 11 (서초동, 삼성전자빌딩)","1","1700:2330","1101110335649","01","ZWAACP0000","invest","2","203.241.147.20","","","202-81-48588","5","203.244.122.229:18443","https://mydata.samsungpop.com:18443","I","false","삼성증권","202-81-48588","C1AAEY0000","","",""
"","","","","0500:0600","","","","","","203.244.124.137","","","","","","","","","","","","","",""
"","","","","","","","","","","203.244.122.228","","","","","","","","","","","","","",""
"","","","","","","","","","","203.244.122.227","","","","","","","","","","","","","",""
"","","","","","","","","","","203.241.147.21","","","","","","","","","","","","","",""
"","01","(07326) 서울특별시 영등포구 국제금융로 10 (여의도동, 서울국제금융센터) Three IFC 15층, 에스아이증권","","1900:2200","1101111367740","02","ZWAACP0000","invest","2","","","","","0","","","I","true","에스아이증권 주식회사","202-81-58368","C1AAFB0000","","",""
"","","","","0200:0500","","","","","","","","","","","","","","","","","","","",""
"","01","(13529) 경기도 성남시 분당구 판교역로146번길 20 (백현동, 현대백화점판교점) 12층 오피스에이치(백현동)","","0400:0700","1101113903394","02","ZWAACP0000","invest","2","","","","","0","","","I","false","카카오페이증권","220-87-66698","C1AAGU0000","","",""
"","","","","1900:2200","","","","","","","","","","","","","","","","","","","",""
"","01","(06133) 서울특별시 강남구 테헤란로 133 (역삼동, 한국타이어빌딩) 4층","","0200:0600","1101116937697","02","ZWAACP0000","invest","2","","","","","0","","","I","false","토스증권 주식회사","519-87-01431","C1AAHW0000","","",""
"","","","","1700:2300","","","","","","","","","","","","","","","","","","","",""
"","01","(47708) 부산광역시 동래구 온천장로 121 (온천동) 하이투자증권(주)","","1600:2200","1801110093095","02","ZWAACP0000","invest","1","","","","","0","","","I","false","하이투자증권(주)","604-81-14270","C1AAIJ0000","","",""
"","01","(47256) 부산광역시 부산진구 새싹로 1 (부전동, 부산은행부전동지점)","","0300:0600","1801110233188","02","ZWAACP0000","invest","2","","","","","0","","","I","false","(주) 비엔케이투자증권","604-81-35300","C1AAIK0000","","",""
"","","","","1900:2200","","","","","","","","","","","","","","","","","","","",""
"","01","(07330) 서울특별시 영등포구 국제금융로8길 16 (여의도동) 신영증권빌딩","1","1700:2300","1101110006612","01","ZWAACP0000","invest","1","210.179.175.247","","","110111-0006612","4","210.179.175.249:18016","https://openapi.shinyoung.com:18016","I","true","신영증권","116-81-10802","C1AAJE0000","","",""
"","","","","","","","","","","210.179.175.251","","","","","","","","","","","","","",""
"","","","","","","","","","","210.179.175.250","","","","","","","","","","","","","",""
"","","","","","","","","","","210.179.175.248","","","","","","","","","","","","","",""
"","01","(07325) 서울특별시 영등포구 여의대로 66 (여의도동, KTB) 3층 디에스투자증권","","0300:0600","1101113897985","02","ZWAACP0000","invest","2","","","","","0","","","I","false","디에스투자증권","107-87-08911","C1AAJG0000","","",""
"","","","","1900:2200","","","","","","","","","","","","","","","","","","","",""
"","01","(07330) 서울특별시 영등포구 국제금융로6길 17 (여의도동) 부국증권 빌딩","","0300:0600","1101110031510","02","ZWAACP0000","invest","2","","","","","0","","","I","false","부국증권","116-81-08723","C1AAJN0000","","",""
"","","","","1900:2200","","","","","","","","","","","","","","","","","","","",""
"","01","(07321) 서울특별시 영등포구 의사당대로 82 (여의도동, 하나금융투자빌딩)","2","1630:2300","1101110208169","01","ZWAACP0000","invest","1","210.107.66.67","","","110111-0208169","3","210.107.66.69:22001","https://mdpapi.hanaw.com:22001","I","true","하나증권","116-81-05992","C1AAKN0000","","",""
"","","","","","","","","","","211.47.39.13","","","","","211.47.39.13:22001","","","","","","","","",""
"","","","","","","","","","","210.107.66.68","","","","","","","","","","","","","",""
"","03","(04538) 서울특별시 중구 삼일대로 343 (저동1가, 대신파이낸스센터(DaishinFinanceCenter)) 대신증권빌딩","2","0400:0600","1101110042955","01","ZWAACP0000","invest","2","1.233.115.10","","","110111-0042955","2","1.233.115.20:443","https://mdp.daishin.com/svc","I","false","대신증권(주)","116-81-09076","C1AAKO0000","","",""
"","","","","1800:2200","","","","","","211.236.27.20","","","","","211.236.27.20:443","","","","","","","","",""
"","01","(61481) 광주광역시 동구 금남로 182 (금남로5가) 1층","","0030:0630","2001110000954","02","ZWAAEA0000","invest","1","","","","","0","","","I","false","우리종합금융 주식회사","408-81-00426","C1AAPD0000","","",""
"","01","(07328) 서울특별시 영등포구 여의나루로 60 (여의도동, 여의도우체국) 다올투자증권","","0300:0600","1101110878706","02","ZWAACP0000","invest","2","","","","","0","","","I","true","다올투자증권 주식회사","116-81-00319","C1AAPV0000","","",""
"","","","","1900:2200","","","","","","","","","","","","","","","","","","","",""
"","01","(07332) 서울특별시 영등포구 국제금융로8길 31 (여의도동, SK증권빌딩) SK증권","","0400:0630","1101110037112","02","ZWAACP0000","invest","2","","","","","0","","","I","false","에스케이증권주식회사","116-81-36307","C1AAPW0000","","",""
"","","","","1900:2300","","","","","","","","","","","","","","","","","","","",""
"","01","(06620) 서울특별시 서초구 서초대로74길 11 (서초동, 삼성전자빌딩) 17층 삼성자산운용","","0300:0600","1701110139833","02","ZWAACP0000","invest","2","","","","","0","","","I","false","삼성자산운용(주)","501-81-23179","C1AAQC0000","","",""
"","","","","1900:2200","","","","","","","","","","","","","","","","","","","",""
"","01","(07332) 서울특별시 영등포구 의사당대로 143 (여의도동, 금투센터) 11층 한국포스증권","","0300:0600","1101115232204","02","ZWAACP0000","invest","2","","","","","0","","","I","true","한국포스증권","107-88-02966","C1AAQD0000","","",""
"","","","","1900:2200","","","","","","","","","","","","","","","","","","","",""
"","01","(07332) 서울특별시 영등포구 국제금융로8길 27-8 (여의도동, 엔에이치농협캐피탈빌딩) 리딩투자증권 6-7층","","0300:0600","1101111911274","02","ZWAACP0000","invest","2","","","","","0","","","I","false","리딩투자증권 주식회사","220-81-81120","C1AAQF0000","","",""
"","","","","1900:2200","","","","","","","","","","","","","","","","","","","",""
"","01","(07345) 서울특별시 영등포구 63로 50 (여의도동, 63한화생명빌딩)","","0300:0600","1101110571201","02","ZWAACP0000","invest","2","","","","","0","","","I","false","한화자산운용(주)","116-81-22351","C1AAQL0000","","",""
"","","","","1900:2200","","","","","","","","","","","","","","","","","","","",""
"","01","(07330) 서울특별시 영등포구 국제금융로8길 2 (여의도동, NH선물)","","1000:1600","1101110878897","02","ZWAACP0000","invest","1","","","","","0","","","I","false","엔에이치선물 주식회사","116-81-32072","C1AARA0000","","",""
"","01","(03051) 서울특별시 종로구 북촌로 104 (계동, 계동빌딩) B1 메리츠자산운용","","0300:0600","1101113892240","02","ZWAACP0000","invest","2","","","","","0","","","I","false","메리츠자산운용","107-87-08658","C1AARV0000","","",""
"","","","","1700:2200","","","","","","","","","","","","","","","","","","","",""
"","01","(13524) 경기도 성남시 분당구 판교역로192번길 14 (삼평동, 리치투게더센터) 6층","","1900:2200","1101111653769","02","ZWAACP0000","invest","2","","","","","0","","","I","false","에셋플러스자산운용","220-81-59079","C1AAZS0000","","",""
"","","","","0300:0600","","","","","","","","","","","","","","","","","","","",""
"","01","(07327) 서울특별시 영등포구 여의나루로 57 (여의도동, 신송센타빌딩) 14층","","0300:0600","1101110616883","02","ZWAACP0000","invest","2","","","","","0","","","I","false","KR투자증권","110-81-28172","C1ABAD0000","","",""
"","","","","1900:2200","","","","","","","","","","","","","","","","","","","",""
"","01","(07242) 서울특별시 영등포구 은행로 14 (여의도동, 한국산업은행)","","1730:2330","1101350000937","02","ZWAAEA0000","card","1","","","","","0","","","I","false","한국산업은행","101-82-03970","D1AAAD0000","","",""
"","01","(03173) 서울특별시 종로구 새문안로3길 30 (내수동, KB국민카드) KB국민카드","2","0800:2300","1101114546523","01","ZWAAAA0000","card","1","13.124.242.245","","","110111-4546523","6","52.78.247.107:443","https://mydata.kbcard.com","I","false","KB국민카드","101-86-61717","D1AAAF0000","","",""
"","","","","","","","","","","3.36.249.9","","","","","52.79.198.84:443","","","","","","","","",""
"","","","","","","","","","","3.35.188.90","","","","","","","","","","","","","",""
"","","","","","","","","","","15.165.65.0","","","","","","","","","","","","","",""
"","","","","","","","","","","15.165.142.101","","","","","","","","","","","","","",""
"","","","","","","","","","","13.125.187.202","","","","","","","","","","","","","",""
"","01","(03142) 서울특별시 종로구 종로1길 50 (중학동, 더케이트윈타워) A동","1","0200:0800","1101115101839","01","ZWAAAA0000","card","1","211.248.182.102","","","101-86-79070","1","211.248.182.102:9443","https://openapi.wooricard.com:9443","I","true","주식회사 우리카드","101-86-79070","D1AAAH0000","","",""
"","01","(03160) 서울특별시 종로구 종로 47 (공평동, 한국스탠다드차타드은행빌딩) 본점","1","0400:0700","1101110013419","01","ZWAAAA0000","card","2","211.184.185.208","","","110111-0356695","1","211.184.185.214:9443","https://mydapi.bccard.com:9443","I","true","주식회사 한국스탠다드차타드은행","102-81-21843","D1AAAK0000","","",""
"","","","","1200:1500","","","","","","","","","","","","","","","","","","","",""
"","01","(04517) 서울특별시 중구 통일로 120 (충정로1가, 농협중앙회중앙본부신관) 9층 카드기획부","2","0100:0700","1101114809385","01","ZWAAEA0000","card","1","121.157.108.181","","","104-86-39742","2","121.157.108.181:443","https://opendataapi.nonghyup.com:443","I","true","농협은행 주식회사","104-86-39742","D1AABG0000","","",""
"","","","","","","","","","","61.37.254.169","","","","","61.37.254.169:443","","","","","","","","",""
"","01","(04538) 서울특별시 중구 을지로 66 (을지로2가, 하나금융그룹명동사옥)","1","0100:0700","1101115505354","01","ZWAAAA0000","card","1","211.50.114.111","","","104-86-56659","3","211.50.114.110:22001","https://prd-mydata-j.hanacard.co.kr:22001","I","false","하나카드 주식회사","104-86-56659","D1AABJ0000","","",""
"","","","","","","","","","","211.50.114.113","","","","","","","","","","","","","",""
"","","","","","","","","","","211.50.114.112","","","","","","","","","","","","","",""
"","01","(07335) 서울특별시 영등포구 여의대로 108 (여의도동, 파크원) 타워2 NH금융타워","2","1830:2230","1101110098130","01","ZWAACP0000","card","2","183.98.225.165","","","110111-0098130","3","183.98.225.165:8443","https://mydata.nhqv.com:8443/nhis/mdp","I","false","NH투자증권","116-81-03693","D1AACQ0000","","",""
"","","","","0330:0530","","","","","","210.98.190.165","","","","","210.98.190.165:8443","","","","","","","","",""
"","","","","","","","","","","210.124.9.125","","","","","","","","","","","","","",""
"","03","(07321) 서울특별시 영등포구 의사당대로 88 (여의도동, 한국투자증권빌딩) 한국투자증권 본사","1","0300:0600","1101110168769","01","ZWAACP0000","card","2","210.107.75.24","","","116-81-04504","3","210.107.75.24:18443","https://mydatagw.koreainvestment.com:18443","I","false","한국투자증권","116-81-04504","D1AACT0000","","",""
"","","","","1700:2200","","","","","","210.107.75.26","","","","","","","","","","","","","",""
"","","","","","","","","","","210.107.75.25","","","","","","","","","","","","","",""
"","01","(04539) 서울특별시 중구 을지로5길 26 (수하동, 미래에셋센터원(MiraeAssetCENTER1)) 동관 7층","4","1900:2200","1101110011679","01","ZWAACP0000","card","2","1.234.86.105","","","110111-0011679","6","1.234.86.105:6443","https://mydata.securities.miraeasset.com:6443/mydata","I","false","미래에셋증권","116-81-05556","D1AACU0000","","",""
"","","","","0300:0600","","","","","","211.233.26.58","","","","","211.233.26.58:6443","","","","","","","","",""
"","","","","","","","","","","211.233.26.57","","","","","211.233.26.57:6443","","","","","","","","",""
"","","","","","","","","","","103.60.122.42","","","","","1.234.86.106:6443","","","","","","","","",""
"","","","","","","","","","","103.60.122.41","","","","","","","","","","","","","",""
"","","","","","","","","","","1.234.86.106","","","","","","","","","","","","","",""
"","01","(07325) 서울특별시 영등포구 여의대로 56 (여의도동, 한화투자증권)","1","0030:0630","1101110003155","01","ZWAACP0000","card","2","203.239.57.110","","","116-81-19031","3","203.239.57.110:443","https://mydata-sp.hanwhawm.com:443/svc/mydata","I","false","한화투자증권","116-81-19031","D1AACY0000","","",""
"","","","","1800:2300","","","","","","203.239.57.114","","","","","","","","","","","","","",""
"","","","","","","","","","","203.239.57.113","","","","","","","","","","","","","",""
"","01","(07328) 서울특별시 영등포구 여의나루로 50 (여의도동, 한국교직원공제회관)","1","2100:2330","1101110042476","01","ZWAACP0000","card","2","20.194.30.170","","","116-81-29539","4","52.231.99.107:443","https://api.kbsec.com","I","false","KB증권","116-81-29539","D1AADA0000","","",""
"","","","","0300:0700","","","","","","20.200.225.85","","","","","","","","","","","","","",""
"","","","","","","","","","","20.200.225.201","","","","","","","","","","","","","",""
"","","","","","","","","","","20.196.233.135","","","","","","","","","","","","","",""
"","01","(04538) 서울특별시 중구 을지로 76 (을지로2가, 유안타증권) 유안타증권빌딩","3","0500:0800","1101110042492","01","ZWAACP0000","card","2","112.175.244.111","","","116-81-34293","4","112.175.244.111:8888","https://openapi.yuantakorea.com:8888","I","false","유안타증권 주식회사","116-81-34293","D1AADC0000","","",""
"","","","","1900:2200","","","","","","112.175.244.6","","","","","112.175.244.113:8888","","","","","","","","",""
"","","","","","","","","","","112.175.244.113","","","","","112.175.244.112:8888","","","","","","","","",""
"","","","","","","","","","","112.175.244.112","","","","","","","","","","","","","",""
"","01","(03185) 서울특별시 종로구 새문안로 76 (신문로1가, 콘코디언(concordian))","1","1100:1530","1101110641434","01","ZWAAAA0000","card","2","124.243.36.103","","","120-81-54231","3","124.243.36.103:443","https://myapi.lottecard.co.kr","I","false","롯데카드 주식회사","120-81-54231","D1AADO0000","","",""
"","","","","1800:2330","","","","","","124.243.36.83","","","","","","","","","","","","","",""
"","","","","","","","","","","124.243.36.82","","","","","","","","","","","","","",""
"","03","(04541) 서울특별시 중구 을지로 79 (을지로2가, 기업은행) IBK기업은행 본점","1","0030:0630","1101350000903","01","ZWAAEA0000","card","1","203.227.232.162","","","202-81-00978","3","203.227.232.78:7443","https://apiportal.ibk.co.kr:7443/ibk/mdo","I","false","중소기업은행","202-81-00978","D1AAEQ0000","","",""
"","","","","","","","","","","203.235.68.61","","","","","","","","","","","","","",""
"","","","","","","","","","","203.227.232.78","","","","","","","","","","","","","",""
"","03","(04514) 서울특별시 중구 세종대로 67 (태평로2가, 삼성카드) 삼성본관빌딩 ","1","0100:0300","1101110346901","01","ZWAAAA0000","card","3","11.40.5.195","","","110111-0346901","3","123.37.12.15:443","https://openapi.samsungcard.com","I","false","삼성카드주식회사","202-81-45602","D1AAEV0000","","",""
"","","","","0600:0800","","","","","","123.37.12.12","","","","","","","","","","","","","",""
"","","","","0330:0530","","","","","","123.37.12.11","","","","","","","","","","","","","",""
"","01","(04551) 서울특별시 중구 을지로 100 (을지로2가, 파인에비뉴) A동","1","0100:0700","1101110412926","01","ZWAAAA0000","card","1","210.112.177.137","","","110111-0412926","1","210.112.177.137:8443","https://stdapi.shinhancard.com:8443","I","false","신한카드 주식회사","202-81-48079","D1AAEX0000","","",""
